OBJECTID,adm1_name,adm1_name_local,adm1_pcode,adm0_name,adm0_ISO3,validity,GlobalID,adm0_M49,pop_estim,pop_estim_source,SHAPE_Length,SHAPE_Area
1,Badakhshan,بدخشان,AF17,Afghanistan,AFG,yes,{E7F98A44-319E-4591-AFF1-C12673DC2BE2},004,,,20.9941789706459,-4.39906735746327
2,Badghis,بادغیس,AF31,Afghanistan,AFG,yes,{62D5CEA1-BE8C-4B54-A7FE-858757ACAA1D},004,,,8.3776446994102,-2.03816692032574
3,Baghlan,بغلان,AF09,Afghanistan,AFG,yes,{EECD9FD5-E600-4548-8AD0-C2A14EF71F4F},004,,,7.78629259961435,-1.77659471882705
4,Balkh,بلخ,AF21,Afghanistan,AFG,yes,{65D95EEB-EF56-4477-93D8-09D00F89F458},004,,,8.39413230098666,-1.69050044190071
5,Bamyan,بامیان,AF10,Afghanistan,AFG,yes,{8AF2665D-BC70-493F-8A71-10B280643E53},004,,,8.58741221355144,-1.76277661718142
6,Daykundi,دایکندی,AF24,Afghanistan,AFG,yes,{4E51D318-2980-42EC-ABF1-11A5DF2DA11B},004,,,8.68273807509862,-1.53323099778933
7,Farah,فراه,AF33,Afghanistan,AFG,yes,{7856C780-5B81-4BD9-B962-D580D2F1F01C},004,,,15.3533441131444,-4.7205591717513
8,Faryab,فاریاب,AF29,Afghanistan,AFG,yes,{C7AD85C3-8254-4203-B320-DBD339CF609A},004,,,9.14895541806975,-2.06708572376207
9,Ghazni,غزنی,AF11,Afghanistan,AFG,yes,{5E54CB69-5EA1-4B43-8304-00EC3EFE04E0},004,,,10.2859013236454,-2.09903834508619
10,Ghor,غور,AF23,Afghanistan,AFG,yes,{851AD8E8-F73A-4829-8EDB-CE62921CBFC5},004,,,14.2175440272457,-3.6209423121582
11,Hilmand,هلمند,AF30,Afghanistan,AFG,yes,{8756C7B2-6A7B-475D-836A-A367205C9114},004,,,14.7085744627511,-5.65004974471784
12,Hirat,هرات,AF32,Afghanistan,AFG,yes,{77EB8BF3-BFA0-4FA6-993A-49E5B173C1C3},004,,,16.5717784273509,-5.32436307494944
13,Jawzjan,جوزجان,AF28,Afghanistan,AFG,yes,{5424166F-9B1D-44FE-BD26-82F372D14B1B},004,,,6.20847690322892,-1.12193930955723
14,Kabul,کابل,AF01,Afghanistan,AFG,yes,{52CD6765-EBAA-470B-8159-12388F8330D4},004,,,4.40529957667992,-0.457584181202465
15,Kandahar,کندهار,AF27,Afghanistan,AFG,yes,{F30AB063-E4A5-455F-BB17-70AB651A60CD},004,,,14.4360910017194,-5.10936689545877
16,Kapisa,کاپیسا,AF02,Afghanistan,AFG,yes,{44C62282-6F1A-4993-8B9D-5376F076B620},004,,,2.48150770329564,-0.185832757651953
17,Khost,خوست,AF14,Afghanistan,AFG,yes,{12BB0C06-23B5-4EE8-9EB0-A43C31CF371D},004,,,3.69880695122154,-0.415389721820376
18,Kunar,کنر ها,AF15,Afghanistan,AFG,yes,{B48D049F-E4C7-4BC4-8CB2-73BB535DDB2E},004,,,4.25186360146281,-0.478470624902596
19,Kunduz,کندز,AF19,Afghanistan,AFG,yes,{CD97760B-8C35-4016-891E-C95857D5B9C3},004,,,4.8198331611078,-0.79909605188988
20,Laghman,لغمان,AF07,Afghanistan,AFG,yes,{D0FED962-F927-47CD-9F1B-1C481FDCBD9B},004,,,3.24341981949812,-0.37785044546925
21,Logar,لوگر,AF05,Afghanistan,AFG,yes,{A0D90112-7B59-4654-A4F7-10886E854BF2},004,,,4.24929515014614,-0.429286996114685
22,Maidan Wardak,میدان وردک,AF04,Afghanistan,AFG,yes,{28B78970-FACD-4E98-9176-E44DAA1576CE},004,,,7.01566032249804,-1.03674179434752
23,Nangarhar,ننگرهار,AF06,Afghanistan,AFG,yes,{A0D5B1C6-5FBA-40D6-A90C-D6A21FD76840},004,,,5.19416240947793,-0.724380554666608
24,Nimroz,نیمروز,AF34,Afghanistan,AFG,yes,{761B562B-6779-481D-BC81-B87E21601162},004,,,10.121675226332,-3.83221139383291
25,Nuristan,نورستان,AF16,Afghanistan,AFG,yes,{6ADD75EC-C17E-479B-B694-912097C8A4B6},004,,,6.58839769572315,-0.891946255397845
26,Paktika,پکتیکا,AF12,Afghanistan,AFG,yes,{987DC4A2-0CC8-40A0-B3BD-F055554DDE78},004,,,8.12239690810761,-1.83053822946182
27,Paktya,پکتیا,AF13,Afghanistan,AFG,yes,{CE249079-839E-4981-B78E-E95DBE1623C5},004,,,4.5480710332943,-0.51296349044613
28,Panjsher,پنجشیر,AF08,Afghanistan,AFG,yes,{AB73AE9C-0A51-4323-B204-D1CC83A40849},004,,,3.86279430729247,-0.370526213768806
29,Parwan,پروان,AF03,Afghanistan,AFG,yes,{821B17C1-1A0C-47C6-9D8F-49AFC5348918},004,,,5.26541416452233,-0.552083332187513
30,Samangan,سمنگان,AF20,Afghanistan,AFG,yes,{54E828D5-CEFD-4CC3-BDDB-A4BFFD81EE66},004,,,6.05470017963083,-1.29082110919158
31,Sar-e-Pul,سرپل,AF22,Afghanistan,AFG,yes,{CB7139B9-88E7-4910-9CE6-B5604A37FC1B},004,,,8.10015292466199,-1.51940101243705
32,Takhar,تخار,AF18,Afghanistan,AFG,yes,{63218308-A706-4CC9-86CC-4211E64C5A93},004,,,7.00538497799999,-1.24321556492204
33,Uruzgan,ارزگان,AF25,Afghanistan,AFG,yes,{93EDEBE5-3613-4A4F-9AFD-DCB879DC4882},004,,,7.42218173873372,-1.04515608740933
34,Zabul,زابل,AF26,Afghanistan,AFG,yes,{F5807367-A396-4F62-9A50-0EA8514BE501},004,,,8.48574574102691,-1.65946043306836
35,Barisal,,BD10,Bangladesh,BGD,yes,{E7F53472-19BC-4414-B610-F0CE9BCF6D9F},050,,,25.4246043869779,-0.889395137450773
36,Chattogram,,BD20,Bangladesh,BGD,yes,{AA69BC81-78CC-4EFD-ADC7-C7B6FCD0B07A},050,,,30.2873212069284,-2.73779583153641
37,Dhaka,,BD30,Bangladesh,BGD,yes,{EBEA80F0-03D3-4FB5-9548-33B252672706},050,,,12.197757931298,-1.80650588740047
38,Khulna,,BD40,Bangladesh,BGD,yes,{772E721B-841C-4470-B618-3001E73F6E76},050,,,38.4093846970257,-1.82657492875105
39,Mymensingh,,BD45,Bangladesh,BGD,yes,{3D3E5399-A411-4045-8C9B-1DA8892282F4},050,,,8.16657735136778,-0.941811679133348
40,Rajshahi,,BD50,Bangladesh,BGD,yes,{E7FD8229-21DC-4E2B-9AA3-92D25F81EDE6},050,,,8.41022082480455,-1.62485589935605
41,Rangpur,,BD55,Bangladesh,BGD,yes,{75F59142-BE29-43D8-B6B4-788C50C4C910},050,,,15.3696831373939,-1.46568139261456
42,Sylhet,,BD60,Bangladesh,BGD,yes,{648ACD67-6C45-4479-BDE6-72267DCD0D6C},050,,,9.80029271361783,-1.10396330243054
43,Batha,Batha,TD01,Chad,TCD,yes,{5C4201E5-C03B-4264-B6F9-F22976ED0C44},148,,,12.8594628349991,-7.62104258327654
44,Borkou,Borkou,TD02,Chad,TCD,yes,{6C0FF7A3-8D63-47D6-A15B-52B318D9A4C3},148,,,15.3343432844527,-12.7404928912342
45,Chari-Baguirmi,Chari-Baguirmi,TD03,Chad,TCD,yes,{2078F30E-A8F6-40E2-B93D-0B5BE1701253},148,,,10.2826599882385,-3.88090733960061
46,Guéra,Guéra,TD04,Chad,TCD,yes,{EF2836B7-A3DE-4744-BBED-BC691ED90D99},148,,,12.0810137750403,-5.05740384348882
47,Hadjer-Lamis,Hadjer-Lamis,TD05,Chad,TCD,yes,{41427A3B-A678-4AD6-9C13-BCBB83FF5059},148,,,9.78932780394391,-2.39811961118132
48,Kanem,Kanem,TD06,Chad,TCD,yes,{D0147630-2F0E-4405-A35A-1166D58CBF75},148,,,11.9071329888777,-6.12096995533465
49,Lac,Lac,TD07,Chad,TCD,yes,{A1CE2053-E392-4442-B239-4FB84DC566C0},148,,,6.47136085030822,-1.81030047206534
50,Logone Occidental,Logone Occidental,TD08,Chad,TCD,yes,{A7418434-7239-455C-98A4-3E549DABFB69},148,,,3.92842827858572,-0.727334242852104
51,Logone Oriental,Logone Oriental,TD09,Chad,TCD,yes,{D7CFDEC3-5424-4BC5-996A-270A37DDE018},148,,,8.19493924147587,-1.9443168894127
52,Mandoul,Mandoul,TD10,Chad,TCD,yes,{B69F16D5-72AC-43AC-8485-069EB2D85469},148,,,5.99792877173496,-1.43354895126323
53,Mayo-Kebbi Est,Mayo-Kebbi Est,TD11,Chad,TCD,yes,{61D67E10-05A6-4B09-8D84-9D18B43F96C2},148,,,7.31771861990694,-1.49454454367467
54,Mayo-Kebbi Ouest,Mayo-Kebbi Ouest,TD12,Chad,TCD,yes,{1C812782-9C74-452E-B466-CFE3DF780A56},148,,,4.94687756638478,-1.01996202116329
55,Moyen-Chari,Moyen-Chari,TD13,Chad,TCD,yes,{757AC2BB-C0B1-481C-BA40-0578C6364A1E},148,,,10.9050756030583,-3.32824088309207
56,Ouaddaï,Ouaddaï,TD14,Chad,TCD,yes,{9BC53D49-8230-4476-BFF9-0E1EDC942E9F},148,,,7.04585230958687,-2.48385558001432
57,Salamat,Salamat,TD15,Chad,TCD,yes,{4AB66E3E-F72D-4CDE-95BD-4788BBD80934},148,,,12.6134679271404,-5.61737955731642
58,Tandjilé,Tandjilé,TD16,Chad,TCD,yes,{8C71F53B-01D6-4A6C-A24F-978422E163E6},148,,,6.55634544451261,-1.44348456214786
59,Wadi Fira,Wadi Fira,TD17,Chad,TCD,yes,{32967C92-6008-481F-BE1D-472AB6189C24},148,,,9.87844718150114,-4.33893929194531
60,N'Djamena,N'Djamena,TD18,Chad,TCD,yes,{CF460747-5283-4314-910A-18BE611F51C6},148,,,0.870885798351748,-0.0352836378728786
61,Barh-El-Gazel,Barh-El-Gazel,TD19,Chad,TCD,yes,{063EAEC6-0BFB-41C4-9956-CAB63ECC33DA},148,,,8.85023255743895,-4.2261053826275
62,Ennedi Est,Ennedi Est,TD20,Chad,TCD,yes,{456D66A4-379F-49D4-BF11-00B358CE06EB},148,,,12.4500054615059,-7.10360358445637
63,Sila,Sila,TD21,Chad,TCD,yes,{9BAA166A-BBA2-427D-991E-A3A8B3555950},148,,,10.4093988891595,-2.9670016434271
64,Tibesti,Tibesti,TD22,Chad,TCD,yes,{22A979F6-468A-408A-84F8-E90E37BB5213},148,,,21.8005143152563,-18.2999567012943
65,Ennedi Ouest,Ennedi Ouest,TD23,Chad,TCD,yes,{ABCEB803-2162-4D84-B304-28FE61612548},148,,,15.5857069900859,-10.59740632555
72,Bomi,,LR01,Liberia,LBR,yes,{D32DE915-0A7D-435D-80FC-550834D08CC5},430,,,2.42303385712123,-0.156117019819932
73,Bong,,LR02,Liberia,LBR,yes,{11A857B7-D76C-4E13-AABF-8CC217F01B97},430,,,5.8315384082625,-0.712278198603198
74,Gbarpolu,,LR03,Liberia,LBR,yes,{84DD20FA-7752-43F4-A864-9CE1F5A23427},430,,,5.5915254615459,-0.80592042283546
75,Grand Bassa,,LR04,Liberia,LBR,yes,{1A0B66E4-9004-4870-AF4D-E30B958C8F17},430,,,5.57892216907282,-0.641331918893452
76,Grand Cape Mount,,LR05,Liberia,LBR,yes,{B76ED614-50BB-4758-9C74-B9373B2D48DF},430,,,4.02389429196998,-0.386723340790018
77,Grand Gedeh,,LR06,Liberia,LBR,yes,{4C759ED1-870C-4C3F-AD64-B86C5B50E2C5},430,,,6.47795413243272,-0.876640356889861
78,Grand Kru,,LR07,Liberia,LBR,yes,{EE486A67-DFFA-4D23-A53A-600F424258DE},430,,,2.89667206580458,-0.314035225316697
79,Lofa,,LR08,Liberia,LBR,yes,{0062C519-08DC-49AC-9353-B79497CF1CD3},430,,,6.56817589346185,-0.809724528056674
80,Margibi,,LR09,Liberia,LBR,yes,{5F4EE5F1-D74C-43BD-89A9-83DA18D577DB},430,,,3.57293480185175,-0.20895198242138
81,Maryland,,LR10,Liberia,LBR,yes,{673E238A-752F-4625-A218-D59AF8ED5788},430,,,2.83255281508942,-0.185158924183366
82,Montserrado,,LR11,Liberia,LBR,yes,{9AE8B116-3A0B-4EB3-AD6D-F4EF6E3142FB},430,,,3.55394998933149,-0.151823547500387
83,Nimba,,LR12,Liberia,LBR,yes,{DE32004C-022B-414F-9C39-2704C9042B45},430,,,6.73978504770509,-0.934770272988164
84,River Gee,,LR13,Liberia,LBR,yes,{99356E7A-309A-4EB2-8BF2-EC256B2B376B},430,,,4.12293016692036,-0.412319422216417
85,Rivercess,,LR14,Liberia,LBR,yes,{8E07D777-96D1-4588-A44C-AB5149FA1527},430,,,4.29919719851001,-0.451772045777815
86,Sinoe,,LR15,Liberia,LBR,yes,{EFB362C1-F439-44DB-9DDF-94DBCFD73752},430,,,4.60141354666152,-0.788249053389518
87,East,الشرق,LY01,Libya,LBY,yes,{275B0A70-A0D4-4F9F-B6F6-A9E06EA9627E},434,,,37.7453325375891,-68.1800006657039
88,West,الغرب,LY02,Libya,LBY,yes,{9715D010-C3D8-4852-96F7-AD41C0B26CE8},434,,,27.4063123889416,-25.002521508506
89,South,الجنوب,LY03,Libya,LBY,yes,{1BE4D366-71C0-416B-8E44-FCD0C0292125},434,,,32.6950362749087,-54.0590029369747
90,Cabo Delgado,Cabo Delgado,MZ01,Mozambique,MOZ,yes,{9822C100-0AF1-4B6A-B0DD-48B9C837FD7C},508,,,19.2762479604011,-6.47773653480538
91,Gaza,Gaza,MZ02,Mozambique,MOZ,yes,{573227E2-5F9D-4847-AA92-A5E021B6FBF6},508,,,14.6417341661445,-6.65593496075589
92,Inhambane,Inhambane,MZ03,Mozambique,MOZ,yes,{B129273C-463E-44D7-A9D2-85D100AAC7F1},508,,,17.5817679771469,-6.05059197938525
93,Manica,Manica,MZ04,Mozambique,MOZ,yes,{F63F1708-9B86-4771-AC5C-19334EA0A263},508,,,18.6858516331146,-5.3490755516797
94,Maputo,Maputo,MZ05,Mozambique,MOZ,yes,{0222F3BF-B6C7-488B-8758-A126183685AB},508,,,9.61490458481643,-2.09040114348385
95,Maputo City,Maputo City,MZ06,Mozambique,MOZ,yes,{717CDFE6-5D8D-49D3-B597-D3EA54A826FE},508,,,1.82116413887872,-0.0312764276719493
96,Nampula,Nampula,MZ07,Mozambique,MOZ,yes,{963E5DF0-41A4-4596-97D1-B999E93569F6},508,,,20.5473065176883,-6.56840747952699
97,Niassa,Niassa,MZ08,Mozambique,MOZ,yes,{530464B3-E409-41F9-B45C-65A3A942F5B2},508,,,17.7892004323414,-10.7862942697874
98,Sofala,Sofala,MZ09,Mozambique,MOZ,yes,{A4A09791-7F82-4CB9-86D1-7F7840614357},508,,,20.3377961823689,-5.81584756821918
99,Tete,Tete,MZ10,Mozambique,MOZ,yes,{87D41375-EDFF-426D-BA2C-DDD9D65AC4BE},508,,,19.6581744576785,-8.48278505455642
100,Zambezia,Zambezia,MZ11,Mozambique,MOZ,yes,{4AFADBE0-83A0-4DE5-B997-1AE4ACB6F80D},508,,,20.0202149903651,-8.73130733547644
101,Southern,,SL03,Sierra Leone,SLE,yes,{3244FEE6-0FBD-4717-B14E-9E5E5FF501BA},694,,,11.9005543818049,-1.65436119453994
103,Eastern,,SL01,Sierra Leone,SLE,yes,{AB2D1270-E8FF-47F6-8BEB-0D5FE52D4F0D},694,,,8.0498141516259,-1.28694767611982
104,Western,,SL04,Sierra Leone,SLE,yes,{61503CE2-D167-4E7D-A593-321492B3A121},694,,,1.8390606274957,-0.0563871543411176
105,Awdal,,SO11,Somalia,SOM,yes,{68071276-9366-44D7-B269-AED457AEA9CE},706,,,5.65936582659049,-1.31247932483877
106,Bakool,,SO25,Somalia,SOM,yes,{CBE1EC06-92AF-48BB-AB25-E1B57EC079DA},706,,,6.65015240297112,-2.10193142065037
107,Banadir,,SO22,Somalia,SOM,yes,{9F7D4596-CB5F-4E80-ABC3-76A111046942},706,,,0.864205229820218,-0.0196192655061349
108,Bari,,SO16,Somalia,SOM,yes,{DD6920C8-241C-4D8B-9F9A-0C67F58D76AC},706,,,12.2115798788772,-5.6183715661779
109,Bay,,SO24,Somalia,SOM,yes,{8F6B2CB1-DDEF-4253-81F5-51D659C3088D},706,,,8.08414673705795,-3.57320792166345
110,Galgaduud,,SO19,Somalia,SOM,yes,{6F185592-E9B9-4A2B-89AB-10641FD29A69},706,,,9.04527213433822,-3.99755584642329
111,Gedo,,SO26,Somalia,SOM,yes,{943F0050-B2A2-421A-AF46-6CF930144056},706,,,9.04062438113731,-3.66494234218326
112,Hiraan,,SO20,Somalia,SOM,yes,{222BE42C-AAF6-41CE-AAAE-63F9C78B1CDF},706,,,7.14307337168058,-2.77319084079981
113,Middle Juba,,SO27,Somalia,SOM,yes,{6DF51D39-CFF8-4F0C-944C-A2698B5F9963},706,,,6.19708116532949,-1.52671357796059
114,Lower Juba,,SO28,Somalia,SOM,yes,{1F477BB7-261F-44A7-B41B-DCD28A35CD26},706,,,11.309487521512,-3.89202081244648
115,Mudug,,SO18,Somalia,SOM,yes,{1F1E97B2-0C72-40EB-A847-694A6FF64066},706,,,10.7283517742832,-4.79459295917177
116,Nugaal,,SO17,Somalia,SOM,yes,{474C0791-BD2C-485E-AF88-303B7ED8A634},706,,,7.66957343708641,-2.26212358418073
117,Sanaag,,SO15,Somalia,SOM,yes,{B25F2713-2692-4AD7-AF29-EE2431B908BA},706,,,8.87979853187885,-4.44175319437152
118,Middle Shabelle,,SO21,Somalia,SOM,yes,{C6933A16-C192-4CFB-9B03-C9B22ADD6A23},706,,,5.86332326240459,-1.51975305060508
119,Lower Shabelle,,SO23,Somalia,SOM,yes,{739FEB4B-854C-485D-B1A4-20D2A80616ED},706,,,7.91647873520893,-2.09718908084139
120,Sool,,SO14,Somalia,SOM,yes,{E0C17D95-6F19-4302-8FD0-FE9D195A7172},706,,,9.23507852400418,-3.06946520081888
121,Togdheer,,SO13,Somalia,SOM,yes,{9D45C75B-BE17-4451-9B3C-B35369CDB6C3},706,,,7.79685222500586,-2.81242881167509
122,Woqooyi Galbeed,,SO12,Somalia,SOM,yes,{E6DCEEB3-5281-4285-A3D9-5F08D643B0CF},706,,,8.48435279734041,-2.32877220768277
123,Abyei PCA,إدارية أبيي,SD19,Sudan,SDN,yes,{B090EBFE-7EE7-4860-A433-4F7640CF42F7},729,,,3.69291628876681,-0.868332934435436
124,Aj Jazirah,الجزيرة,SD15,Sudan,SDN,yes,{DA03E824-21FE-45E5-8C0E-7EDA7F32D2FF},729,,,8.70676168933076,-2.27767981722405
125,Blue Nile,النيل الأزرق,SD08,Sudan,SDN,yes,{F0513035-B99B-46A9-A23B-4029C5600A36},729,,,8.84739560095651,-3.16040082787345
126,Central Darfur,وسط دارفور,SD06,Sudan,SDN,yes,{B0523460-9982-4CB0-93BD-4EDBA9AE6945},729,,,8.83614109108559,-2.57396868690904
127,East Darfur,شرق دارفور,SD05,Sudan,SDN,yes,{5D6EAEEA-8DFD-445E-930D-12A4512B65ED},729,,,10.3959268095114,-4.20085310721271
128,Gedaref,القضارف,SD12,Sudan,SDN,yes,{6E50CC8F-3107-483B-84F9-F7926F2656BC},729,,,10.8859784045779,-4.98510460847757
129,Kassala,كسلا,SD11,Sudan,SDN,yes,{E3687450-2CBB-4C50-9052-D14853325D15},729,,,10.5737331324266,-4.10855783057505
130,Khartoum,الخرطوم,SD01,Sudan,SDN,yes,{74489229-D3B1-424F-ACC8-5ABE9273DAB5},729,,,7.40834943856613,-1.79009304185572
131,North Darfur,شمال دارفور,SD02,Sudan,SDN,yes,{E540E701-A2BC-4529-B457-F2A97886A4AD},729,,,27.260995085536,-26.8299406226471
132,North Kordofan,شمال كردفان,SD13,Sudan,SDN,yes,{203578C6-8A1B-42B2-9F45-A812875B865A},729,,,18.7278228408989,-15.6341958001587
133,Northern,الشمالية,SD17,Sudan,SDN,yes,{EA39B78A-8BFB-4A00-A572-8ADCAA9A13B1},729,,,26.1705022885262,-31.3580133064564
134,Red Sea,البحر الأحمر,SD10,Sudan,SDN,yes,{862C9507-E83B-47CE-AB45-44504F437E27},729,,,24.2146947285716,-18.5994499982994
135,River Nile,نهر النيل,SD16,Sudan,SDN,yes,{BD104CE5-720B-4115-BEEE-CECDEB1E3FED},729,,,18.7212773204179,-11.1501554041072
136,Sennar,سنار,SD14,Sudan,SDN,yes,{B33581EB-8D75-4E1D-82B6-A8335ECCDFE6},729,,,11.3990086161027,-3.26986004251362
137,South Darfur,جنوب دارفور,SD03,Sudan,SDN,yes,{A42354BA-1005-4ABF-8E97-752F8425969B},729,,,15.2380372836861,-7.10083584953577
138,South Kordofan,جنوب كردفان,SD07,Sudan,SDN,yes,{C2057EAD-AE70-48AA-92E7-7ECADB896AC9},729,,,11.3058384216089,-6.56926203013209
139,West Darfur,غرب دارفور,SD04,Sudan,SDN,yes,{F4CDB522-5BA2-4F71-841B-71A87F894676},729,,,9.60973620127356,-1.85844582292363
140,West Kordofan,غرب كردفان,SD18,Sudan,SDN,yes,{77B91AFD-5BCE-42FD-AA61-1D2EDFAFB479},729,,,15.5738558790014,-8.82325208339787
141,White Nile,النيل الأبيض,SD09,Sudan,SDN,yes,{CB5CADE8-CDF4-49A1-91C8-13A44B3D83D9},729,,,10.4921236800384,-3.17057887373985
142,Amazonas,Amazonas,VE02,Venezuela,VEN,yes,{6714743F-3C61-4A35-8B2E-E1357B2CD28D},862,,,22.7778899469838,-14.6571989199915
143,Anzoátegui,Anzoátegui,VE03,Venezuela,VEN,yes,{F0F66442-770E-4D32-986A-CAB7C0CCD89D},862,,,15.7439370030869,-3.84012809254396
144,Apure,Apure,VE04,Venezuela,VEN,yes,{C22A74D3-4635-4D0C-811A-3BCD0D742322},862,,,17.841424133781,-6.0091080923521
145,Aragua,Aragua,VE05,Venezuela,VEN,yes,{70A9E808-94D4-483E-B15D-A7473421DF6F},862,,,6.5454951438445,-0.586965490444681
146,Barinas,Barinas,VE06,Venezuela,VEN,yes,{3FB960A2-761D-4A3A-8F71-6B16402DB59F},862,,,15.5644066394923,-3.02060860160511
147,Bolívar,Bolívar,VE07,Venezuela,VEN,yes,{0E28E65B-4502-40A9-9312-458514F4E4ED},862,,,28.5841911394483,-20.4907921682063
148,Carabobo,Carabobo,VE08,Venezuela,VEN,yes,{3E0B1D3B-3AF2-4B2B-84BE-08D6544E8AE0},862,,,4.98261252712783,-0.399942928645523
149,Cojedes,Cojedes,VE09,Venezuela,VEN,yes,{12CEED56-E6CF-428E-8500-9C6F0D9C3DD2},862,,,7.4852894777183,-1.13762340754089
150,Delta Amacuro,Delta Amacuro,VE10,Venezuela,VEN,yes,{394613D9-2454-405E-BC98-94B922D7BF64},862,,,11.415200939023,-3.16288763908808
151,Distrito Capital,Distrito Capital,VE01,Venezuela,VEN,yes,{A7F0A37F-7FE2-4D9A-90A6-3E51613F17B9},862,,,0.953494577682942,-0.0310738855678285
152,Falcón,Falcón,VE11,Venezuela,VEN,yes,{47967C27-E0C8-45D1-80A0-2407EFAFE5F0},862,,,14.0597395640173,-2.32961953612159
153,Guárico,Guárico,VE12,Venezuela,VEN,yes,{70EE455D-5F7A-42A0-BEFF-5E69F4AED9D4},862,,,16.8587657454814,-5.33109303712854
154,La Guaira,La Guaira,VE24,Venezuela,VEN,yes,{205CC84C-EA3C-47EF-989E-B7803220579D},862,,,3.11307899366652,-0.0966475106745565
155,Lara,Lara,VE13,Venezuela,VEN,yes,{FD870B14-1346-4A19-9A1F-80F67F23D90F},862,,,9.16521017670157,-1.60574014456141
156,Mérida,Mérida,VE14,Venezuela,VEN,yes,{F967A84D-F1AA-40DD-B07D-DDA333E2BC16},862,,,6.24112924957867,-0.973702245478045
157,Miranda,Miranda,VE15,Venezuela,VEN,yes,{F4B5CC70-67CA-49D4-8E51-2918D5F3721C},862,,,5.97217496680177,-0.734117777765612
158,Monagas,Monagas,VE16,Venezuela,VEN,yes,{62BDC154-EA9D-4CEF-8540-7859A889D0D6},862,,,9.05665188966811,-2.30964201980863
159,Nueva Esparta,Nueva Esparta,VE17,Venezuela,VEN,yes,{F6451862-DC47-457F-AAAF-7D301457BBD8},862,,,3.2665948387315,-0.0848487256207142
160,Portuguesa,Portuguesa,VE18,Venezuela,VEN,yes,{41BD5D61-A590-4DCD-86CD-DE7013BDC80E},862,,,8.5415368091698,-1.4329249992197
161,Sucre,Sucre,VE19,Venezuela,VEN,yes,{99076EEF-E248-48C4-9C32-8025D3BED53C},862,,,12.5894950809911,-0.915403191634915
162,Táchira,Táchira,VE20,Venezuela,VEN,yes,{D34F33D8-F80D-4088-B296-FB40FFE9B4AA},862,,,6.53532098676288,-0.816682161971377
163,Trujillo,Trujillo,VE21,Venezuela,VEN,yes,{B3B8501F-7B4E-45F4-A65D-14815321D494},862,,,4.73521606136036,-0.68724595517955
164,Yaracuy,Yaracuy,VE22,Venezuela,VEN,yes,{14763555-9BAD-49D4-9FD2-6587D5E77999},862,,,4.53818240464342,-0.501839074164566
165,Zulia,Zulia,VE23,Venezuela,VEN,yes,{29427DA1-F4CF-45D0-AA47-6E7BCE035679},862,,,22.8305294696119,-3.68611733400058
166,Dependencias Federales,Dependencias Federales, ,Venezuela,VEN,yes,{55C8FFA1-C8F8-4E6F-95E9-F970A5D1E2F1},862,,,5.28101629576122,-0.0284308611662666
189,Bulawayo,,ZW10,Zimbabwe,ZWE,yes,{3DB97FB8-CE2B-4B06-932D-839B5E43C52B},716,,,1.44344429542512,-0.0471465184181827
190,Harare,,ZW19,Zimbabwe,ZWE,yes,{4DB60543-4B83-48F1-B850-01D62FA30FFC},716,,,1.82643529772516,-0.0801253948829353
191,Manicaland,,ZW11,Zimbabwe,ZWE,yes,{82CB20E0-384C-44E1-8139-25E47EA623CA},716,,,14.467593460641,-3.07696463130909
192,Mashonaland Central,,ZW12,Zimbabwe,ZWE,yes,{CCAB79B2-B73F-4013-BBA5-E1E6EEF212AD},716,,,11.1362868074082,-2.38888321885571
193,Mashonaland East,,ZW13,Zimbabwe,ZWE,yes,{698DDACA-881E-42E4-969C-09DDFAB00088},716,,,12.5752612362836,-2.74451967182175
194,Mashonaland West,,ZW14,Zimbabwe,ZWE,yes,{F6CCE2B1-EA55-460C-85F6-0BFF1FAE5529},716,,,14.9812424019093,-4.89933778488387
195,Masvingo,,ZW18,Zimbabwe,ZWE,yes,{392CE4E5-5996-4932-B079-5E71CBC9EC26},716,,,12.290152850267,-4.89797757414986
196,Matabeleland North,,ZW15,Zimbabwe,ZWE,yes,{5933D065-EF37-4E2E-B7DB-860CE812649F},716,,,17.3684163108478,-6.46791950812169
197,Matabeleland South,,ZW16,Zimbabwe,ZWE,yes,{F22B1A41-7AF5-48FA-932E-2C1A6660DF74},716,,,16.6231207758518,-4.70253052858964
198,Midlands,,ZW17,Zimbabwe,ZWE,yes,{3244B72B-D73E-4032-8A13-54429BC24FBF},716,,,16.3313378401344,-4.23547317936818
226,Abia,,NG001,Nigeria,NGA,yes,{9A158C9F-2745-4FC1-8596-3F34848CD8F5},566,,,4.69513542983958,-0.396542904800929
227,Adamawa,,NG002,Nigeria,NGA,yes,{FA356977-2B47-4958-9DAC-6551CDCC1F34},566,,,11.5254425196228,-3.11300650927243
228,Akwa Ibom,,NG003,Nigeria,NGA,yes,{ED111962-B5E0-469E-B3E5-C899A09C5770},566,,,5.2638299746554,-0.549476153593674
229,Anambra,,NG004,Nigeria,NGA,yes,{1894FBE2-2CAF-4EEB-A3AE-36A15FA80F87},566,,,3.59595981479755,-0.392660759198666
230,Bauchi,,NG005,Nigeria,NGA,yes,{EDEFB46A-D8AD-4647-B7C8-A8811742472E},566,,,13.9520050610137,-4.01101753485801
231,Bayelsa,,NG006,Nigeria,NGA,yes,{FF6FA013-7AA0-4A5F-90CB-A6CDD0E477E6},566,,,5.04670844165818,-0.776767905577998
